question,answer,image_id
what is above the laundry basket,shirts_in_hanger,image529
what is on the left side of the pink drawer,curtain,image530
what is the colour of the sheet,brown,image530
what is on the black drawer table,toy_doll,image530
what is on the pink drawer table,clothes,image530
what is behind the bed,blinds,image534
what is on the right side of the bed,curtain,image534
what is on the third last shelf,clothes,image535
what is on the wall,picture,image535
what is the black object,chair,image536
what is the colour of the wall,pink,image536
what is on the left side of the bed,lamp,image540
what is in front of the night stand,bucket,image540
what is the colour of the comforter,blue,image540
how many knobs are there on the drawer,11,image540
what is on the left side of the lamp,cables,image541
what is on the left side of the cables,clothes,image541
what is in the shelf in the night stand,"book, tissue_box",image541
what is behind the clothes,door,image542
what is on the top most shelf,"basket, hair_dryer",image542
what is on the left side of the rack,yoga_mat,image542
what is in front of the drawer table,laundry_basket,image543
what is in the laundry basket,clothes,image543
what is on the left most side on the drawer table,"basket, clothes",image543
what is on the right most side on the drawer table,carton,image543
what is on the left side of the window,table,image544
what is on the bigger table,"book, paper",image544
what is on the window,curtain,image544
what is around the table,chair,image544
what is on the left side of books,mouse,image545
what is on the mat,paper,image545
what is beneath the picture,tissue_box,image545
what is beneath the rack,"decorative_plate, bowl",image546
what is on the chair,clothes,image546
what is on the right side of the sofa,lamp,image546
what is on the sofa,pillow,image546
what is on the wall,"clock, decorative_plate",image547
what is on the right most side on the drawer table,"decorative_platter, bottle",image547
what is on the left side of the clock,decorative_item,image547
what is on the right side of the window,table,image548
what is on the table,decorative_item,image548
what is on the table on the right side,file,image548
what is the black object on the table,monitor,image552
what is in front of the monitor,pencil,image552
what is on the right side of the pencil,book,image552
what is on the left side of the monitor,paper,image552
what is on the right side of the table,drawer,image552
what is on the drawer table,basket,image552
what is behind the book,printer,image553
what is on the cpu,cd_disc,image553
what is on the chair,clothes,image553
what is on the right side of the keyboard,mouse,image553
what is on the right side of the paper,stapler,image553
what is in front of the monitor,bottle,image554
what is on the right side of the monitor,speaker,image554
what is beneath the table on the left side of the cpu,cables,image554
what is on the stove,kitchen_utensil,image572
what is on the left side of the stove,bottle_of_liquid,image572
what is above the microwave,clock,image572
what is on the drawer,towel,image573
what is on the right side of the sink,"kitchen_utensils, basket",image573
what is above the kitchen utensils,tissue_roll,image573
what is on the tap,towel,image573
what is on the left side of the sink,bottle_of_soap,image574
what is the colour the mat beneath the kitchen utensils,red,image574
what is in the sink,"plate, spoon",image574
what is in front of the mirror,"bottle_of_soap, bottle_of_liquid",image575
what is on the right side of the tap,cup,image575
what is on the left side of the sink,kitchen_utensils,image575
what is in front of the kitchen utensils,hot_water_heater,image575
what is on the left side of the hot water heater,cup,image576
what is in front of the cup,"knife, knife_rack",image576
what is beneath the stove,oven,image576
what is on the switch board,cell_phone_charger,image577
name a few things that are in the rack,"bottle, container, bottle_of_liquid",image577
what is on the left side of the rack,door,image578
what is the colour of the door,blue,image578
what is on the door,knob,image578
what is in the second last column from the left in the last row of the shelf,bottle,image578
what are the other objects in the rack,"plastic_box, container",image578
what is on the left side of the fan,air_conditioner,image584
what is on the blinds,curtain,image584
what is on the floor,"machine, cables",image584
what is on the left side of the lamp,monitor,image585
what is in front of the monitor,paper,image585
what is beneath the monitor table,"keyboard, mouse",image585
what is on the right side of the paper,cell_phone,image585
what is in front of the table,chair,image585
what is on the wall,clothing_hanger,image586
what is on the right side of the iron box,ironing_board,image586
what is on the table,paper,image586
what is on the right side of the table,chair,image586
what is on the wall,wall_decoration,image587
what is on the left most side on the table,coffee_machine,image587
what is on the chair,bag,image587
what is the colour of the wall decoration,red,image587
what is on the wall,picture,image588
what is on the left side of the chair,table,image588
what is on the table,lamp,image588
what is on the left side of the lamp,sofa,image588
how many lamps are visible,2,image588
what is in front of the sofa,table,image588
what is on the left side of the chair,air_conditioner,image589
what is in front of the person on the table,tissue_box,image589
what is behind the chair,window,image589
what is on the right side of the window,picture,image589
what is the colour of the chair,pink,image590
what is on the chair,pillow,image590
what is above the doll,picture,image590
what is on the left side of the fan,television,image595
what is in front of the television,plate,image595
what is on the table,"jar, paper",image596
what is around the table,2,image596
what is behind the table,mirror,image596
what is on the left side of the chair,paper,image596
what is on the left side of the television,"speaker, dvd",image597
what are the chairs surrounding,table,image597
what is on the table,tissue_roll,image597
how many sofas are there,2,image598
what is in between the sofas,chair,image598
what is on the end of the table,remote_control,image598
what is in front of the remote control,paper,image598
what is on the table,"box, ipad",image599
what is on the right side of the table,lamp,image599
what is on the sofa,pillow,image599
what is the colour of the chair,red,image599
what is on the left most side on the table,cordless_telephone,image600
what is behind the sofa,window,image600
what is on the either sides of the window,curtain,image600
what is in the rack,shoe,image601
what is behind the bag,stairs,image601
what is opposite to the stairs,picture,image601
what is on the speaker,dvd,image602
what is on the stand,television,image602
what is on the left side of the wall,chair,image602
what is opposite to the speaker,table,image602
what is on the left side of the chair,garbage_bin,image608
what is behind the monitor,ornamental_plant,image608
what is on the right side of the stapler,hand_sanitizer,image608
how many chairs are there,2,image608
what is the colour of the table,red,image609
what is on the left side of the monitor,telephone,image609
what is in front of the monitor,keyboard,image609
what is on the right side of the table,chair,image609
what is on the left side of the telephone,"paper, pen_cup",image609
what is on the right side of the paper holder,briefcase,image610
what is on the right side of the briefcase,paper,image610
how many drawers are there,4,image610
what is on the wall,"picture, framed_certificate",image610
what is in front of the table,chair,image610
what is on the right side of the keyboard,mouse,image611
what is on the right most side on the table,lamp,image614
what is in front of the lamp,"pen_cup, pen",image614
what is on the left side of the papers,paper_holder,image614
what is on the left side of the cup,monitor,image614
what is on the right most side on the table beneath the picture,printer,image614
what is in between the chairs,stand,image615
what is in front of the stand,carton,image615
what is on the left most side on the table,"file, file_holder",image615
what is on the right side of the the picture,window,image615
what is on the right side of the chair,door,image616
what is on the stand,"plate, paper",image616
what is on the chair,jacket,image622
what is on the left side of the table,carton,image622
what is on the left side of the carton,stand,image622
what is on the stand,books,image622
what is on the wall,picture,image622
what is the colour of the books,"pink, red, green, yellow, blue",image623
what is on the right side of the paper,laptop,image623
what is on the right side of the laptop,telephone,image623
what is on the right side of the telephone,paper,image623
what is on the right side of the tissue box,"paper_holder, paper",image624
what is on the right side of the bottle,telephone,image624
what is on the right side of the poster board,lamp,image625
what is on the right side of the lamp,door,image625
what is on the right side of the door,carton,image625
what is on the white carton,microwave,image625
what is on the left side of the book rack,table,image626
what is on the table,decorative_item,image626
what is in front of the table,bag,image626
what is on the left side of the table,book,image626
what is on the wall,picture,image627
what is on the left most side on the table,lamp,image627
what is on the right side of the paper,container,image627
what is in front of the table,carton,image627
what is on the right side of the poster board,ornamental_plant,image628
what is on the right side of the ornamental plant,file,image628
what is on the right side of the papers on the left most side on the table,stapler,image628
what is in front of the table,chair,image628
how many chairs are visible,2,image629
what is on the wall,whiteboard,image630
what is in front of the sofa,table,image630
how many chairs are there,2,image630
what is on the right side of the door,window,image630
what is the colour of the chair,"red, brown",image631
what is on the wall,"whiteboard, light",image632
what is on the right side of the chair,garbage_bin,image632
what is in between the chairs,stool,image632
how many tables are there,2,image632
how many chairs are there,4,image632
how many chairs are there,8,image639
what is on the left side of the table,sofa,image639
what is behind the chair,door,image639
what is on the right side of the door,books,image639
what is on the right side of the chair,ping_pong_table,image640
what is on the left side of the chair,table,image640
what is in front of the table,tissue,image640
what is on the ping pong table,ping_pong_racket,image641
what is the colour of the wall on the left side of the white board,red,image641
what is the largest object on the wall,television,image642
what is beneath the television,table,image642
what is on the right side of the table,carton,image642
what is on the left side of the table,cable_box,image642
what is the colour of the racket,black,image642
what is the colour of the door,brown,image643
what is on the right side of the book rack,garbage_bin,image646
what is beneath the audio system,books,image646
what is in front of the sofa,fan,image647
what is on the right side of the fan,window,image647
what is on the right side of the toilet,tissue_roll,image648
what is on the wash basin table,electric_toothbrush,image648
what is on the right side of the wash basin,bottle_of_liquid,image648
what is behind the electric toothbrushes,"bottle_of_liquid, cream",image648
what is on the right side of the bottle of liquid,curtain,image649
what is on the right side of the curtains,bathtub,image649
what is on the left side of the bathtub,bottle_of_liquid,image652
what is the cloth hanging,towel,image652
what is on the left side of the the bath tub,toilet,image652
what is on the right side of the tap,cup,image653
what is on the left side of the tap,bottle_of_hand_wash_liquid,image653
what is on the left side of the bottle of hand wash liquid,cream_tube,image653
what is on the left side of the picture,mirror,image653
what is on the hanger,towel,image654
what is on the left side of the bottle of liquid,cream_tube,image654
what is on the right side of the towel,curtain,image654
what is beneath the hanger,"bottle_of_liquid, bottle",image655
what is on the right side of the bottle of liquid,sink,image655
what is on the left side of the bottle of liquid,tissue_box,image659
what is on the clothes hanger,towel,image659
what is on the left side of the flush tank,sink,image659
what is above the sink,mirror,image660
what is on the left side of the tap,"soap, soap_box",image660
what is on the right side of the tap,bottle_of_hand_wash_liquid,image660
what is in front of the bottle of hand wash liquid,shaver,image660
how many sinks are there,2,image661
what is in between the sinks,ornamental_item,image661
what is on the right side of the tap,bottle_of_hand_wash_liquid,image661
what is on the hanger,towel,image661
what is on the left side of the hanger,blinds,image661
what is behind the ornamental item,mirror,image661
what is in front of the wall,machine,image662
what is on the left most side on the shelf,bottle_of_liquid,image662
what is on the right side of the tap,bottle_of_hand_wash_liquid,image665
what is on the right side of the bottle of hand wash liquid,tissue_box,image665
what is behind the tissue box,mirror,image665
what is on the left side of the tap,cup,image665
what is in front of the cup,soap,image665
what is on the right most side on the table,ornamental_item,image666
what is on the left side of the ornamental item,glass,image666
what is beneath the table,drawer,image666
how many drawers are there,4,image666
what is on the right side of the table,toilet,image666
what is on the right side of the toilet,curtain,image667
what is on the hanger,towel,image667
what is above the towel,picture,image667
what is on the right side of the curtain,bathtub,image667
what is on the left most side on the table,mirror,image674
how many mirrors are there,2,image674
what is on the left side of the sink,bottle_of_hand_wash_liquid,image674
how many towels are there,3,image675
what is on the left side of the towel,mirror,image675
what is in front of the mirror,toilet,image675
what is on the left side of the tap,bottle_of_hand_wash_liquid,image682
what is in front of the bottle of hand wash liquid,decorative_plate,image682
what is on the left side of the blinds,decorative_item,image683
what is on the diagonally opposite to the blinds,toilet,image683
what is on the right side of the sink,towel,image684
what is on the left side of the sink,bottle,image684
what is above the tap,mirror,image684
what is on the right side of the toilet,tissue_roll,image685
what is on the flush tank,tissue_box,image685
what is on the left side of the tooth brush,bottle_of_liquid,image691
what is the colour of the towel seen in the reflection of the mirror,pink,image691
what is in front of the bottle of liquid,cream_tube,image691
how many bottles are there,3,image692
what is on the right side of the bottle of liquid,cream_tube,image692
what is on the right side of the cream tube,curtain,image692
what is behind the curtain,bathtub,image692
how many drawers are there,3,image695
what is on the right side of the tap,bottle_of_hand_wash_liquid,image695
what is on the left side of the toilet,glass,image696
what is on the left side of the glass,bathtub,image696
what is on the right side of the tap,soap,image700
what is on the left side of the tap,cup,image700
what is behind the tap,mirror,image700
how many drawers are visible,3,image700
what is on the wall,picture,image701
what is beneath the books,tissue_roll,image701
what is on the right side of the sink,soap,image701
what is on the right side of the soap,bottle_of_liquid,image701
what is on the right side of the sink,bottle_of_liquid,image702
what is in front of the liquid,towel,image702
what is on the right side of the table,garbage_bin,image702
what is above the holder,blinds,image702
how many tissue rolls are there,3,image703
what is on the right side of the tissue rolls,toilet,image703
what is above the flush tank,tissue_box,image704
how many tissue rolls are there,5,image704
what is on the left side of the tissue roll,towel,image705
what is the colour of the towel,pink,image705
what is on the right side of the bottle of liquid,sink,image705
what is in front of the window,bottle_of_liquid,image714
how many pictures are there on the wall,2,image714
how many towels are in pink colour,4,image715
how many doors are open,1,image715
what is beneath the door,drawer,image715
what is in the hanger,towel,image716
what is the tall object in front of the mirror,ornamental_plant,image716
what is in front of the ornamental plant,cream_tube,image716
what is on the wall,mirror,image719
what is on the right side of the sink,lamp,image719
how many small drawers are there,11,image719
what is on the right side of the towel,hair_dryer,image720
what is on the right side of the hair dryer,lint_comb,image720
what is the colour of the towel,white,image720
what is on the left side of the sink,shaver,image720
what is on the right side of the tap,cup,image721
what is in front of the cup,cream_tube,image721
what is seen in the mirror reflection,mirror,image721
what is on the right side of the tap,"soap, bottle_of_hand_wash_liquid",image722
what is above the tap,mirror,image722
what is on the holder,towel,image723
what is the colour of the towel,white,image729
what is on the right side of the tap,bottle_of_hand_wash_liquid,image729
what is beneath the table,drawer,image729
what is on the left side of the toilet,tissue_roll,image730
what is the colour of the wall,green,image730
what is behind the mat,door,image730
what is the largest object is in front of the mirror,ornamental_plant,image735
what is in front of the tube,towel,image735
what is on the right side of the sink,towel,image735
what is the green object on the table,tissue_box,image735
what is in front of the window,ornamental_plant,image736
what is on the left side of the bathtub,candle,image736
what is on the stand,towel,image736
what is on the right side of the bathtub,curtain,image737
what is on the right side of the curtains,stand,image737
how many bottles are there,3,image737
how many bottles of liquid are there,3,image738
what is on the left side of the toilet,tissue_roll,image738
what is in between doors,towel,image739
what is on the wall,picture,image740
what is on the right side of the picture,blinds,image740
what is beneath the picture,toilet,image740
what is on the left side of the tap,bottle_of_liquid,image740
what is in the basket,"bottle_of_liquid, cream",image741
what is in front of the toilet,garbage_bin,image741
what is on the left side of the garbage bin,tissue_roll,image741
what is on the right side of the garbage bin,curtain,image742
what is the colour of the curtains,red,image742
what is around the table,chair,image745
how many chairs are there,4,image746
what is above the centre table,chandelier,image746
what is on the left side of the monitor,printer,image747
what is on the right table,"fruit, container, bottle",image747
what is around the table,chair,image748
what is at the centre of the table,container,image748
what is in front of the monitor,chair,image749
how many drawers are there,6,image749
what is on the stove,tea_kettle,image749
what is on the left side of the bottle,fruit,image750
what is above the oven,microwave,image750
what is on the right most side on the table,coffee_machine,image750
what is on the left side of the sink,kitchen_utensils,image750
what is on the right side of the sink,towel,image750
what is on the right side of the coffee machine,tea_pot,image751
what is the yellow bowl,bowl,image751
how many drawers are there,8,image751
what is on the left side of the microwave,door,image752
what is on the right side of the centre plate,"knife_rack, knife",image753
what is on the right side of the knife rack,tissue,image753
what is on the left side of the fruits,glass,image753
what is on the stove,tea_kettle,image754
what is on the left side of the stove,knife_rack,image754
what is beneath the stove,dishwasher,image754
what is on the left side of the monitor,printer,image754
what is on the right side of the stove,oil_container,image755
what is on the left side of the knife rack,paper,image755
what is above the table,chandelier,image756
what is on the right side of the fruits,bottle,image756
what is beneath the table,stool,image756
what is around the table,chair,image757
what is above the table,lamp,image758
what is in front of the wall,monitor,image788
what is beneath the table,picture,image788
what is in front of the door,ornamental_plant,image788
what is on the ceiling,light,image789
what is behind the ornamental plant,oven,image789
what is on the left side of the oven,microwave,image789
how many ornamental plants are there,3,image789
what is on the refrigerator,"paper, magnet",image790
what is on the left side of the sink,tissue_roll,image790
what is in front of the tissue roll,towel,image790
what is the colour of the towel on the right side of the sink,yellow,image790
what is suspended from the ceiling,light,image791
what is at the end on the stove table,ornamental_plant,image791
what is on the right side of the oven,door,image791
what is on the wall,picture,image792
what is on the left side of the plastic cover,remote_control,image792
how many drawers are there,7,image792
what is on the right side of the monitor,ornamental_plant,image792
what is in front of the ornamental plant,fruit,image793
what is on the left side of the microwave,"plate, bowl",image793
how many ovens are there,2,image793
what is on the right side of the book,bottle,image794
what is the colour of the chairs,"blue, red",image794
what is on the left side of the door,window,image794
what is on the sink,towel,image795
what is on the left side of the sink,kitchen_utensils,image795
what is on the left side of the kitchen utensils,tissue_roll,image795
what is in front if the tissue roll,paper,image795
what is in front of the paper,glass,image795
what is on the right side of the tap,"soap, soap_box",image795
what is on the ceiling,light,image796
what is on the right side of the stove,ornamental_plant,image796
what is beneath the stove,drawer,image796
how many drawers are there,8,image796
what is on the left side of the drawers,dishwasher,image796
what is on the left side of the oven,refridgerator,image797
what is beneath the oven,drawer,image797
what is on the refrigerator,"paper, magnet",image797
what is at the centre of the table,"vase, decorative_item",image798
what is around the table,chair,image798
what is on the ceiling,"fan, light",image798
what is on the wall,wall_decoration,image798
what is on the left side of the door,ornamental_plant,image798
what is on the left side of the wall decoration,door,image798
what is in the vase,ornamental_plant,image799
what is the colour of the decorative item on the wall,"brown, white",image799
how many shelves are visible,4,image799
what is at the centre of the table,"vase, flower",image805
what is the colour of the flowers,"yellow, red",image805
what is around the table,chair,image805
what is on the wall,picture,image805
what is in front of the switch board,electric_mixer,image806
what is on the right side of the tap,bottle_of_liquid,image806
what is beneath the cupboard,tissue_box,image806
what is on the table,stove,image806
what is on the right side of the knife rack,refridgerator,image807
what is on the right side of the spatula holder,cup,image807
what is the colour of the refrigerator,black,image807
what is on the left side of the bottle of liquid,sponge,image808
what is on the left side of the tap,"soap, soap_box",image808
what is on the right side of the spatula holder,coffee_machine,image808
what is on the right side of the coffee machine,juicer,image808
what s in front of the door,chair,image809
what is the colour of the picture on the wall,red,image809
what is behind the blinds,window,image809
what is on the drawer table,stove,image809
what is on the left side of the wall,refridgerator,image815
what is on the left side of the refrigerator,oven,image815
what is the colour of the glass on the table,"blue, white",image815
what is in front of the stove,"flower, vase",image816
what is on the left side of the stove,bottle_of_liquid,image816
what is in front of the flower vase,newspapers,image816
what is beneath the cupboard,monitor,image816
what is beneath the bookshelf,microwave,image817
what is in front of the bucket,paper,image817
what is in front of the window,ornamental_plant,image817
what is on the left side of the monitor,carton,image818
what is on the right side of the sink,jug,image818
what is on the left side of the drawer,dishwasher,image818
what is on the right side of the tap,ornamental_plant,image818
how many drawers are open,1,image819
what is beneath the monitor,dvd_player,image819
what is the colour of the drawer,pink,image819
what is on the left side of the water cooler,tissue_roll,image820
what is behind the tissue roll,bottle_of_liquid,image820
what is behind the bottle of liquod,stove,image820
what is on the left side of the stove,"bowl, towel",image820
what is above the flower,light,image824
what is in front of the flower,fruit,image824
what is the colour of the refrigerator,gray,image824
what is on the left side of the sink,bottle_of_liquid,image825
what is on the left side of the bottle of liquid,ornamental_plant,image825
what is in front of the ornamental plant,towel,image825
what is on the left side of the towel,stove,image825
what is on the stove,cooking_pan,image825
what is beneath the stove table,dishwasher,image826
what is on the left side of the dishwasher,garbage_bin,image826
what is in the dishwasher,plate,image826
what is the colour of the garbage bin,brown,image827
how many drawers are there,6,image827
what is on the left side on the table,microwave,image827
what is on the left side of the microwave,towel,image827
what is behind the chair,blinds,image828
what is on the left side of the chairs,drawer,image828
what is on the left most side on the table,printer,image828
what is above the printer,microwave,image828
what is on the right side of the printer,tissue_box,image829
what is on the right side of the tissue,paper,image829
what is on the right most side on the table,monitor,image829
what is on the right side of the wall,door,image829
what is in front of the window,ornamental_plant,image830
what is on the right side of the ornamental plant,kitchen_utensil,image830
what is the first object on the table visible,bottle,image830
what is the tallest object,refridgerator,image830
what is suspended from the ceiling,light,image830
what is on the right side of the table,refridgerator,image831
what is on the refrigerator,magnet,image831
what is in front of the chair,broom,image831
what is the colour of the broom,yellow,image832
what is on the left side of the broom,fan,image832
what is on the right side of the broom,chair,image832
what is in front of the picture,"flower, vase",image832
what is on the righ side chair,"clothes, bag",image832
what is behind the tap,ornamental_plant,image847
what is on the right side of the tap,tissue_roll,image847
what is on the hanger,towel,image847
what is on the left side of the cable,electrical_kettle,image847
what is on the left side of the sink,bottle_of_hand_wash_liquid,image847
what is behind the ornamental plant,blinds,image848
what is on the left side of the sink,cup,image848
what is on the left side of the gray box,fruit,image848
what is on the hanger,towel,image848
what is on the left side of the bowl,oven,image849
what is on the right side of the bowl,decorative_item,image849
what is on the right side of the tap,bowl,image853
what is the colour of the bowl,white,image853
what is the silver and gray colour object,microwave,image853
what is on the right side of the bottle,"knife_rack, knife",image853
how many knobs are there,6,image854
what is on the table,stove,image854
what is on the left side of the microwave,refridgerator,image854
what is behind the stove,container,image854
what is on the right side of the electrical mixer,salt_shaker,image855
what is the large black object on the right side of the knife rack,"knife_rack, knife",image855
how many drawers are visible,11,image855
what is on the right side of the telephone,tissue_roll,image856
what is on the right side of the paper,bottle_of_hand_wash_liquid,image856
what is above and behind the telephone,carton,image856
what is behind the tissue roll,chair,image856
what is on the left side of the chair,toy,image863
what is on the table,bottle,image863
what is on the wall,picture,image863
what is behind the chair,window,image863
what is on the right side of the chair,bag,image864
what is the purple object on the table,bottle_of_liquid,image864
what is in front of the chair beneath the table,garbage_bin,image864
what is in front of the towel,bottle,image865
what is on the left side of the sink,kitchen_utensils,image865
what is on the right side of the refrigerator,garbage_bin,image865
what is the colour of the garbage bin,black,image865
what is the colour of the bottle on the right side of the oven,green,image866
what is above the tap,blinds,image866
what is on the stove,oil_container,image867
what is on the right side of the container,cooking_pan,image867
what is on the right side of the cooking pan,oven,image867
what is on the above the stove,microwave,image867
how many knobs are there on the stove,4,image867
what is the green board in the stand,cutting_board,image868
what is beneath the kitchen utensils stand,dishwasher,image868
how many towels are there,2,image872
what is on the right side table,"coffee_machine, container, ornamental_plant",image872
what is beneath the cupboard,microwave,image872
what is beneath the microwave,bottle_of_liquid,image872
what is above the tap,window,image873
what is on the left side of the sink,stand,image873
what is on the left side of the stand,tissue_roll,image873
what is in front of the window,ornamental_plant,image873
what is on the left side of the tissue roll,cup,image874
what is on the left side of the cable,machine,image874
what is in front of the machine,tea_kettle,image874
what is on the left side of the stool,refridgerator,image875
how many drawers are there,7,image875
what is suspended from the ceiling,light,image875
what is on the handle,towel,image876
what is on the right side of the microwave,decorative_item,image876
what is in front of the table,garbage_bin,image876
what is the colour of the decorative item,red,image876
what is on the stove,tea_kettle,image877
what is on the right side of the garbage bin,bag,image877
what is on the right side of the stove,television,image877
what is on the right side of the television,kitchen_utensil,image877
what is on the table,"flower, vase",image877
what is on the left side of the vase,stand,image878
what is around the table,chair,image878
what is behind the chair,blinds,image878
how many remote controls are there,2,image879
what is on the wall,picture,image879
how many chairs are there,4,image879
what is the colour of the table and chair,black,image879
what is on the table,"paper, decorative_item",image880
what is in front of the table,chair,image880
how many chairs are there,4,image880
what is in the bowl,books,image881
what is on the right side of the cupboard,machine,image881
what is suspended from the ceiling,light,image882
what is around the table,chair,image882
what is behind the tap,ornamental_plant,image883
what is behind the ornamental plant,window,image883
what is on the wall,picture,image883
what is on the left side of the drawers,step_stool,image884
what is on the table,"paper, carton",image884
what is on the left side of the table,refridgerator,image884
what is on the left side of the sink,stand,image885
what is on the right side of the sink,carton,image885
what is in front of the wall,lamp,image885
what is on the table,"coffee_grinder, papers",image886
what is behind the coffee grinder,chair,image886
what is on the right side of the chair,table,image887
what is on the table,paper,image887
what is around the table,chair,image888
what is on the table,"paper, book, pen_cup",image888
what is on the wall,picture,image888
what is behind the chair,window,image888
how man chairs are there,6,image888
what is in front of the microwave,utensil,image889
what is on the right side of the microwave,refridgerator,image889
what is on the right side of the refrigerator,oven,image889
what is on the left side of the table,chair,image889
what is the largest object on the table,ornamental_plant,image890
what is scattered on the table,paper,image890
how many drawers are visible,11,image890
what is on the right side of the sink,"plastic_box, cooking_pot_cover",image891
what is on the left side of the sink,container,image891
what is on the left side of the container,tissue_roll,image891
what is on the left side of the tap,fruit,image891
how many drawers are there,8,image892
what is on the stove,cooking_pan,image892
what is on the left side of the kitchen rack,book,image892
what is on the right side of the stove,container,image892
what is on the left side of the sink,cup,image893
what is on the left side of the cup,towel,image893
what is on the table,"paper, bag",image893
what is on the right side of the candle holder,cup,image894
what is beneath the cup,paper,image894
how many ornamental plants are there,2,image894
what is on the chair,clothes,image895
what is on the left side of the monitor,cordless_phone,image895
what is on the right side of the table,refridgerator,image896
what is on the left side of the electric cooker,hot_water_heater,image897
what is on the left side of the hot water heater,tissue_roll,image897
what is in front of the tissue roll,glass,image897
what is on the right most side on the table,tissue_roll,image898
what is on the left side of the tissue roll,"knife_rack, knife",image898
what is on the right side of the sink,bowl,image898
how many drawers are there,4,image898
what is in front of the table,bowl,image899
what is behind the tap,window,image899
how many chairs are there around the table,chair,image900
what is on the right side of the chair,ornamental_plant,image900
what is in front of the ornamental plant,dog,image900
what is on the right side of the ornamental plant,blinds,image900
what is the colour of the table,black,image901
how many chairs are visible,3,image901
what is on the right side of the chair,garbage_bin,image901
what is on the left side of the tap,ornamental_plant,image902
what is on the right side of the tap,book,image902
what is on the wall,picture,image902
what is above the ornamental plant,bottle,image902
what is the largest object on the table,monitor,image903
what is above the monitor,bowl,image903
what is on the right side of the monitor,cup,image903
how many ornamental plants are there,4,image904
what is on the right side of the cup,paper,image904
what is on the right side of the paper,ornamental_pot,image904
what is on the right side of the central switch board,coffee_machine,image905
what is on the bed,pillow,image909
what is on the left side of the bed,night_stand,image909
what is on the night stand,lamp,image909
what is on the left side of the night stand,garbage_bin,image909
what is on the wall,picture,image909
how many pillows are there,4,image910
what is on the right side of the bed,chair,image910
what is on the right side of the chair,book,image910
what is on the right side of the curtain,blinds,image910
what is above the chair,picture,image910
what is on the right side of the drawer table,door,image911
what is on the left side of the drawer table,curtain,image911
what is on the left side of the curtains,blinds,image911
what is on the right side of the door,television,image912
what is beneath the television,dvd_player,image912
how many pictures are there on the wall,2,image913
what is on either side of the pictures,blinds,image913
what is on the wall on the right side of the blinds,television,image913
what is on the table,picture,image913
what is on the floor,toy,image913
what is on the bed,pillow,image914
how many pictures are visible,3,image914
what is on the right side of the bed,night_stand,image914
what is on the right side of the night stand,blinds,image914
how many chairs are there,1,image915
what is on the right side of the chair,bed,image915
what is above the bed,picture,image915
what is on the night stand,"lamp, book",image916
what is on the right side of the night stand,garbage_bin,image916
waht is on the drawer table,"lamp, toy",image920
what is on the right side table,"television, dvd_player",image920
what is on the left side of the table,bed,image920
what is on the either side of the drawer table,blinds,image920
how many pictures are there on the wall,5,image921
what is on the bed,"pillow, comforter",image921
what is on the left side of the picture,wall_decoration,image922
what is on the table,"book, bag",image922
what is on the door,decoration_item,image922
what is in front of the wall,chair,image922
what is on the left most side on the table,clock,image923
what is above the table,mirror,image923
what is seen in the mirror reflection,drawer,image923
what is on the wall on the left side of the clock,curtain,image923
what is on the either side of the bed,night_stand,image924
what is the tallest object on the night stand,lamp,image924
what is on the right side of the lamp on the right night stand,tissue_box,image924
what is in front of the left side night stand,garbage_bin,image924
what is on the left side of the garbage bin,cables,image924
what is in front of the lamp,book,image924
what is on the right side of the door,chair,image925
how many drawers are there,5,image925
what is the circular object on the table,fan,image929
what is on the left most side on the table,lamp,image929
what is in front of the table,chair,image929
what is on the left side of the table,bed,image929
what is above the table,curtain,image929
what is in front of the fan cable,book,image930
what is in front of the table,"chair, garbage_bin",image930
what is the colour of the pillow,"red, blue, black, white",image930
how many beds are there,2,image931
how many drawers are there,3,image931
what is the colour of the comforter,blue,image931
what is the biggest object on the table,television,image936
how many drawers are there,6,image936
what is on the left side of the table,stool,image936
what is on the left side of the rack,curtain,image936
what is beneath the curtain,blinds,image936
what is in front of the blinds,table,image936
what is on the table,"towel, telephone",image936
what is on the left side of the table,bed,image937
what is on the bed,"pillow, toy",image937
what is on the shelf,"lamp, toy",image937
what is on the bed,pillow,image938
what is on the left side of the bed,night_stand,image938
what is on the night stand,decorative_item,image938
what is on the window,curtain,image939
what is on the left side of the curtains,lamp,image939
what is on the left side of the lamp,books,image939
what is on the left most side on the table,telephone,image939
what is the colour of the curtains,gray,image940
how many drawers are open,2,image940
what is the colour of the lamp,"white, black",image941
what is on the left side of the lamp,"book, paper",image941
what is the number of drawers,3,image941
how many knobs are there,6,image941
what is beneath the pillows,comforter,image941
what is in front of the bed,bench,image942
what is on the wall,picture,image942
what is on the wall,blinds,image943
what is on the right side of the bed,toy,image943
what is on the right side of the toy,stand,image943
what is on the right side of the stand,chair,image943
what is in front of the chair,stool,image943
what is on the stool,clothes,image943
what is on the left most side,crib,image944
what is on the right side of the crib,cloth_bag,image944
what is on the right side of the cloth bag,table,image944
what is on the table,"toy, lamp",image944
what is on the right side of the drawer table,bed,image944
what is on the bed on the left side of the bag,carton,image948
what is on the right side of the lamp,cream_tube,image948
what is in front of the night stand,"paper, garbage_bin",image948
what is in front of the bed,sheets,image949
what is in front of the door,bag,image949
what is on the wall,"picture, framed_certificate",image949
what is the blue colour object on the night stand,tissue_box,image949
what is the colour of the blinds,white,image950
